,cow_name,side_length_shoulderbone,side_f_girth,side_r_girth,rear_width,cow_pixels,sticker_pixels,weight
445,364_b4-3_188_F,1060.7063684168206,488.02561408188404,977.0,434.1658669218482,792468,10342,188
446,50_b4-1_109_M,918.5058519138569,449.02783878062615,914.7485993430107,318.10061301418455,625516,9066,109
447,105_b4-4_136_F,999.2997548283498,449.250486922385,955.1026122883342,265.1527861441399,747433,9786,136
448,105_b4-4_136_F,999.2997548283498,449.250486922385,955.1026122883342,265.1527861441399,747433,9786,136
449,32_b4-4_114_F,1008.6253020819971,444.010135019461,1042.2000767606958,315.15869018638847,700677,13062,114
450,77_b4-4_129_M,919.217058153296,427.1978464365194,939.2347949261675,337.0,639184,11128,129
451,499_b4-2_209_F,1057.839779928889,508.0797181545432,986.0,314.10189429546585,877855,8469,209
452,206_b4-1_154_F,925.4474593406154,442.08822648878584,871.7436549812106,393.15391388106514,670765,8143,154
453,413_b4-4_200_F,1035.1951506841597,476.82281824593923,915.2890253903408,393.04579885809744,744829,8532,200
454,280_b4-1_172_F,1009.9331661055597,489.29541179128177,897.2012037441768,346.0361252817399,743943,8259,172
455,19_b4-1_91_M,1069.5877710594862,545.0229352972221,1080.0074073820049,343.17633951075356,868578,13265,91
456,462_b4-1_218_F,1085.9028501666253,528.0009469688478,1035.0173911582356,372.13438432910226,798542,10262,218
457,442_b4-3_204_F,1030.9825410742899,452.6367196770496,909.0550038364015,409.05989781448875,707896,8688,204
458,364_b4-4_188_F,940.1808336697786,426.1689805699143,875.2765277328074,365.0,630933,8411,188
459,124_b4-4_142_F,1043.7609879661147,448.0401767698964,920.2630058847308,348.1436485130815,692816,10462,142
460,474_b4-2_181_F,1082.9976915949544,498.19674828324605,942.3868632361128,286.0,806263,10156,181
461,496_b4-3_269_F,1077.631662489554,477.00943386897495,916.092244263644,475.0673636443573,788260,7702,269
462,272_b4-2_166_F,1091.4724000175177,523.607677560213,967.8269473413106,372.22708122865,867203,11280,166
463,329_b4-2_240_M,956.5145059015049,449.01781701843413,873.0108819482149,405.83370978764196,663568,5513,240
464,270_b4-4_170_F,997.649738134582,453.0011037514147,1004.6098745284162,333.00600595184466,701168,8756,170
465,216_b4-3_162_F,1034.3171660569112,455.00989000240423,974.461902795589,316.22776601683796,679954,7965,162
466,22_b4-2_195_M,1091.811339014209,531.3576949663945,933.0342973331688,377.1604433129222,862781,7461,195
467,225_b4-3_164_F,1142.167238192376,482.0840175737005,946.1352968788343,368.65702217643974,808469,10241,164
468,427_b4-2_158_F,884.859875912565,419.1718024867608,845.085202805019,303.7268509697488,569576,5156,158
469,217_b4-2_125_F,936.4619586507505,442.0282796383055,894.6848607191249,320.0140621910231,714186,6960,125
470,382_b4-1_195_F,1139.9600870205938,512.1913704856809,971.4036236292307,337.0,891632,10899,195
471,72_b4-2_204_F,1090.4650384125114,475.0010526304126,945.1036980141386,328.3900120283807,720776,9657,204
472,436_b4-2_153_F,917.4682555816305,434.05644794196985,901.0138733671085,353.0056656769123,621716,8425,153
473,172_b4-4_152_F,967.3308637689588,468.3855249684815,909.0005500548391,304.0263146505578,657575,8291,152
474,135_b4-1_135_M,1066.2818576717884,501.3990426795807,1018.3849959617434,320.22492095400696,860476,11525,135
475,32_b4-2_97_F,997.6697850491414,469.18013598190623,932.0021459202763,347.2074307960589,698786,9570,97
476,100_b4-2_149_F,1153.9506055286768,504.03571302041684,979.0045965162778,325.0984466280945,853411,11389,149
477,286_b4-1_172_M,996.7788119738501,450.0711054933431,1001.0479508994562,342.0,724095,7121,172
478,269_b4-2_144_F,877.3420085690642,461.00433837438015,897.3210127930806,302.0,615129,8835,144
479,494_b4-2_183_F,1174.6735716785324,508.0354318352215,1101.1017210049215,423.1181867989132,904194,10843,183
480,97_b4-4_135_M,839.9202343079967,408.0012254883556,828.6573477620288,270.0018518455012,544818,8706,135
481,97_b4-4_135_M,839.9202343079967,408.0012254883556,828.6573477620288,270.0018518455012,544818,8706,135
482,468_b4-2_164_M,969.4807888761902,452.2830971858223,910.2906129363304,323.00154798390673,672113,7875,164
483,423_b4-4_202_F,937.4785330875583,431.0417613178565,906.6007941756945,397.0012594438461,608092,6047,202
484,71_b4-4_129_F,995.9477897962322,486.41134855181986,969.4642850564429,355.0690073774392,744496,9810,129
485,239_b4-3_164_F,975.3794133566691,459.0174288630008,978.3194774714444,225.00222221124838,690779,7633,164
486,392_b4-3_195_F,1127.929962364685,519.2494583531118,1016.2381610626517,403.07939664537554,881760,12696,195
487,317_b4-3_181_F,1078.6408113918183,527.3793700932944,1050.0171427172033,366.0054644400818,916151,9386,181
488,103_b4-4_136_M,927.515498522801,431.0,851.2843238307634,285.3944638566067,611480,8338,136
489,112_b4-2_158_F,1048.0658376266254,495.1009997970111,972.0,346.01300553591915,798823,11725,158
490,14_b4-3_109_F,1029.3143348851215,492.0162598939186,985.0730937346731,317.3089976663126,775575,10804,109
491,464_b4-2_106_F,778.740007961579,405.2419030653173,846.5677763770601,266.54267950930483,503962,7768,106
492,290_b4-4_172_F,1069.5854337078456,487.08315511830216,1042.0940456599874,302.0595967685847,757228,8872,172
493,114_b4-4_140_F,1015.1659962784412,478.0376554205746,982.5543241979041,293.28825411188905,715063,9792,140
494,246_b4-2_174_F,961.3844184300056,449.0545623863541,954.7172356252923,386.0116578550446,722815,8465,174
495,499_b4-3_297_F,1142.9085702714806,486.00411520891464,1018.0004911590171,411.0304125000971,786353,8990,297
496,115_b4-1_128_F,1057.503664296252,508.0482260573301,956.0130752243925,366.1106390150387,857297,10967,128
497,63_b4-4_126_F,1006.0318086422516,470.77489312834007,1032.5933371855544,291.0068727710739,757722,10053,126
498,474_b4-1_231_F,1142.2193309518098,483.01656286301403,1104.130879923209,376.26054802490256,850662,8598,231
499,223_b4-3_164_M,877.5078347228588,422.26650352591315,864.0144674714654,349.07019351414124,561857,8443,164
500,44_b4-1_106_F,1018.8473879831071,482.1037232795449,964.6719649704763,318.0565987367657,772018,12392,106
501,472_b4-3_218_F,1082.0499064276103,492.0162598939186,974.461902795589,417.0107912272775,810860,8772,218
502,423_b4-3_202_F,1144.388482989933,565.0,1097.0893309115718,354.05084380636634,948818,10816,202
503,485_b4-2_209_F,1095.898717947968,482.00933600916903,966.7869465399292,342.0014619851792,829787,10012,209
504,239_b4-4_164_F,1005.1711297087676,484.4925180020843,974.461902795589,439.09224543369015,698926,10911,164
505,16_b4-2_162_F,1010.9025670162283,480.45915539200627,946.9318877300522,385.00519477014853,741961,8620,162
506,278_b4-2_179_F,1088.7777550997264,522.044059443262,1076.8444641636972,378.33847279915904,827992,13882,179
507,141_b4-1_136_M,1089.218527201957,539.2374245172529,1114.1297051959434,391.3272287996326,840555,13499,136
508,131_b4-2_192_F,973.5856408144073,477.2682683774399,914.0049234003064,332.00150602068055,729409,8279,192
509,442_b4-2_150_F,1095.8051834153734,548.5699590754127,1099.0291169937218,290.01551682625535,899086,16916,150
510,475_b4-4_224_F,1158.6354042579571,518.1167822026227,1022.1252369450624,343.1180554852805,871023,8431,224
511,187_b4-4_155_F,974.3931444750625,475.0673636443573,930.0,306.08005488760614,737108,8295,155
512,82_b4-1_119_F,998.8353217623013,472.3060448480413,1048.2103796471392,383.52183770940604,741848,11399,119
513,362_b4-4_188_M,854.751425854324,438.1141403789656,809.1390486189626,336.0014880919428,570595,5896,188
514,220_b4-2_174_F,939.3215636830658,452.18690825807863,938.0191895691687,261.0689564080724,666824,9207,174
515,200_b4-3_159_F,1160.8083390465456,536.3730045406834,1082.0,340.00588230205665,930354,9708,159
516,354_b4-4_186_F,982.1863366999156,483.5959056898642,925.5193136828642,353.00141642775316,750160,8201,186
517,169_b4-3_154_F,941.0488828961012,441.4091072916371,917.0545240060702,307.3662310664592,664700,9252,154
518,92_b4-3_140_F,1095.5386802847265,482.26548705044195,1030.27957370803,324.0385779502188,778425,8906,140
519,350_b4-3_188_F,1087.5973519644115,469.77654262425665,935.2828449191186,345.023187626571,723777,9938,188
520,51_b4-3_126_M,744.5710174321856,404.00495046471895,807.1585965595609,246.0081299469593,473325,6773,126
521,407_b4-1_202_F,1072.688678042236,498.90279614369774,950.004736830296,373.06567786383135,792290,8463,202
522,313_b4-1_179_F,1070.5606008068858,514.192570930386,1037.0583397282912,279.0286723618202,829991,12109,179
523,67_b4-2_192_F,955.8980071116374,447.02796333115447,919.1572226773828,327.3912033027155,710631,8335,192
524,201_b4-1_152_F,1023.2736681846162,495.1009997970111,1011.0,351.00142449853394,762152,9716,152
525,103_b4-1_125_F,1065.03755802319,491.54959058064526,975.2051066314203,315.03968004046726,784566,12904,125
526,222_b4-4_162_F,1049.4617668119215,479.3766786150532,956.8829604502318,329.2567387313432,735355,9630,162
527,332_b4-2_122_F,1025.5812985814434,449.0100221598623,972.0020576109908,319.00626953086675,737693,9020,122
528,20_b4-2_197_F,1179.6444379557765,506.0,997.0245734183285,359.0,880541,8809,197
529,301_b4-1_176_F,1024.1191336949037,471.34382355134346,898.6434220534861,426.3003635935583,731952,8973,176
530,448_b4-4_209_F,1011.0692360071095,470.00425529988553,975.0856372647481,361.1384775955063,730316,9731,209
531,489_b4-1_248_M,1006.78945167299,507.2524026557193,991.0126134414234,359.0055709874152,793868,7535,248
532,145_b4-4_148_F,952.7024719186993,466.06866446908873,952.0005252099392,314.02547667346994,709083,9538,148
533,439_b4-1_211_F,938.0703598344849,449.01781701843413,851.7775531205316,264.5467822522134,688238,8185,211
534,452_b4-1_216_F,1067.479742196544,486.0010288054954,1088.441546432329,270.0074073057997,824576,9694,216
535,404_b4-1_199_F,1007.1648325870001,436.00114678748264,902.5674490031203,261.15512631384433,678257,6119,199
536,437_b4-2_219_F,1067.2305280491184,522.3830012548265,1036.058396037598,427.0749348767731,930262,9502,219
537,11_b4-2_152_F,1028.4439702774284,462.35051638340366,883.3261005993201,331.6036791110738,721441,8392,152
538,38_b4-3_119_F,1106.065549594598,506.09880458266247,1051.6881667110265,271.14940531006147,856178,16042,119
539,438_b4-4_204_F,988.7851131565442,454.53272709454046,978.1150239107873,340.64791207344865,701777,8590,204
540,268_b4-3_172_F,814.1603036257663,384.0833242930497,766.3452224683077,350.1728144787942,482175,5782,172
541,111_b4-2_166_F,1091.213086431793,489.0255617040892,924.0021644996293,396.0631262816573,814151,10631,166
542,479_b4-4_229_M,1043.7566766253522,504.7771785649585,977.131004522935,305.00163933985664,868956,9801,229
543,17_b4-2_164_F,962.2525655980346,423.0011820314454,834.072538811823,434.7194497604173,659190,7046,164
544,222_b4-2_131_F,989.0702705066005,467.3467663309547,940.064359498859,324.05555079337864,693749,8755,131
545,467_b4-1_226_F,1110.582729921549,530.0037735714718,953.3021556673414,314.1591953134589,861082,9201,226
546,191_b4-3_158_M,910.082413850526,419.119314754164,875.0279995520143,248.0,560622,8951,158
547,21_b4-1_92_F,1037.847773038031,446.0549293528769,880.027840468698,331.074009852782,670571,9557,92
548,96_b4-2_160_F,1021.4171527833278,479.5518741491894,939.0644280346264,333.0015014981164,685547,9496,160
549,305_b4-3_179_F,1078.323235398366,485.59345135617303,1005.2407671796842,268.02984908401527,764731,10217,179
550,412_b4-4_199_F,981.8920510931943,477.0377343565182,919.1392712750337,294.0153057240388,683615,9073,199
551,214_b4-3_160_F,979.7555817651665,470.1287057817253,974.1483459925392,287.14108030722457,728096,8367,160
552,301_b4-4_177_F,1021.1939091083534,452.0895928906128,923.4554672532943,309.01456276363416,676609,8193,177
553,309_b4-1_179_F,948.4724561103501,465.9034234688558,900.0088888449935,329.09725006447565,710156,11467,179
554,26_b4-4_109_F,949.8278791444269,492.1229521166433,963.5144005151143,277.01624501101014,739425,10331,109
555,14_b4-2_156_F,1004.362982193191,480.1760093965545,883.0277458834462,316.6322788346128,709240,8431,156
556,245_b4-4_164_F,962.5840223066244,465.38801015926487,883.0141561719155,350.3212811120672,727984,7434,164
557,385_b4-4_192_F,1078.0398879447828,479.10437276234495,996.5189411145179,325.0384592629002,752433,8222,192
558,471_b4-1_227_F,1128.3660753496624,505.61843320828405,1015.4432529688697,338.02366781040644,876614,9720,227
559,85_b4-3_136_F,1122.5796185571871,513.047756061753,1056.2291418058867,296.00675667964066,867873,10024,136
560,379_b4-4_190_F,1024.5076866475918,469.106597693957,1017.3853743788535,317.0141952657641,760276,8044,190
561,379_b4-4_190_F,1024.5076866475918,469.106597693957,1017.3853743788535,317.0141952657641,760276,8044,190
562,329_b4-1_181_F,1186.5150652225195,478.1506038896113,995.0,342.023391012954,852773,10247,181
563,214_b4-4_160_F,901.892454786046,425.01882311257697,928.0775829638383,323.39604202896487,610004,9467,160
564,272_b4-3_172_F,952.181180238299,466.27459720641014,915.0087431276272,274.0164228654918,654136,7128,172
565,249_b4-1_164_F,1129.8765419283648,528.1145709029433,932.9458719561387,397.0805963529319,837499,11075,164
566,2_b4-2_85_F,941.3575303783362,440.0920358288707,898.0022271687303,342.0526275297414,621723,9730,85
567,2_b4-2_85_F,941.3575303783362,440.0920358288707,898.0022271687303,342.0526275297414,621723,9730,85
568,261_b4-1_168_F,1123.0547626896919,495.48864770042917,1004.060257155914,276.1159176867571,797435,10057,168
569,234_b4-1_162_F,922.7892500457513,443.64963653766245,891.2025583446224,217.02073633641555,653480,7746,162
570,11_b4-4_101_F,1129.623388568066,510.20192081175077,1092.3854631035695,279.06450867138227,875307,19220,101
571,325_b4-3_181_F,950.048946107515,461.97510755450884,946.2795570020521,276.3548443577568,661938,8169,181
572,245_b4-3_164_F,936.055553906925,458.48118827275783,904.7568734195944,372.08601156184307,634771,8049,164
573,385_b4-3_192_F,1022.1937194093887,467.0867157177562,911.004939613392,278.25887227544064,677325,8823,192
574,365_b4-2_173_F,1066.498007499311,499.09217585532235,904.328480144245,393.15391388106514,788042,8826,173
575,438_b4-3_204_M,1071.2095966709783,525.0952294584288,962.0083159723724,403.2790597092787,821695,11226,204
576,342_b4-2_200_F,1014.3456018537272,485.00927826176684,937.0021344692871,364.00137362378183,742071,8186,200
577,183_b4-1_148_F,1066.5880179338224,468.0267086395818,945.7240612356228,361.08863177895813,739510,12064,148
578,379_b4-3_190_F,1078.6774309310454,488.0502023357843,1007.0044687090519,464.27578011350107,800033,9673,190
579,59_b4-3_129_M,1165.4029346110297,593.5697094697471,1151.8029345335078,317.0,1065632,13158,129
580,362_b4-2_120_F,1023.2717136713982,478.0010460239601,972.7430287593944,305.00655730656024,757954,10613,120
581,488_b4-4_232_F,1116.937330381611,491.1232024655321,1002.012474972243,313.0015974400131,800400,9889,232
582,384_b4-1_195_F,1100.1454449298965,482.23334600585224,963.1017599402464,295.2050135075622,826221,6900,195
583,2_b4-4_95_M,954.8638646424945,454.5822257853908,954.2311040832824,305.00163933985664,699701,11527,95
584,161_b4-4_149_F,992.8544707055511,479.8176737053357,1001.7210190467204,310.00645154577023,732113,8863,149
585,299_b4-1_176_F,977.8353644658184,424.01886750473733,833.0384144803887,306.0261426741186,637950,7283,176
586,470_b4-2_142_F,1006.800874056037,487.14782150801005,967.033091471021,338.0014792867037,694453,10140,142
587,306_b4-2_192_F,1163.3898744616956,521.4230528083698,1045.690680842093,418.3061080118243,907765,11523,192
588,388_b4-3_195_F,1026.781378872835,468.05234749972146,944.0084745382321,332.0737869811467,756181,9763,195
589,276_b4-4_170_F,1098.6468950486321,485.12472623027577,903.0199333348074,316.07752213657966,743251,10757,170
590,481_b4-4_229_F,1068.8615438867655,489.981632308804,951.5051234754335,392.03188645823184,775541,10019,229
591,393_b4-2_129_F,1078.8512409039533,496.5329797707298,967.273487696215,341.0,799395,13109,129
592,122_b4-4_142_F,1014.7048832049642,487.14782150801005,971.4633292101148,364.2320688791694,766708,9362,142
593,381_b4-4_190_F,1043.4006900515258,507.27901592713255,1023.3562429574562,336.12051410171324,787323,9573,190
594,168_b4-4_152_F,1037.2058619194167,462.06925887793057,973.0868409345592,307.13189349203054,704679,9714,152
595,15_b4-4_103_F,902.4594173701109,453.35747484738795,983.0127160927268,336.0729087564185,665580,10437,103
596,230_b4-1_160_F,1042.0580598028116,504.35899912661415,1017.6369686681003,347.03602118512134,822400,8923,160
597,212_b4-2_109_F,1068.0720949449058,502.3594330755619,1020.0593120010228,292.138665705175,830449,12731,109
598,321_b4-1_179_F,974.4793481649573,474.06750574153466,932.0343341315275,334.0957946457872,725445,9586,179
599,172_b4-2_162_F,1022.9525893217144,490.10203019371386,978.008179924892,289.0155705148081,713267,10191,162
600,220_b4-1_157_M,977.3944955850734,467.4719242906466,1045.843678567691,335.0,766256,8606,157
601,339_b4-2_170_F,900.1805374479055,466.0,955.6050439381324,312.01442274356486,667829,8365,170
602,415_b4-4_200_F,1177.0577725838268,550.0227268031749,1120.325399158655,346.09247319177575,975013,12929,200
603,453_b4-2_188_F,1129.2696754982842,557.3589507669183,1037.000482159965,374.0120318920235,887796,11542,188
604,3_b4-2_99_M,1064.1470763010159,512.1913704856809,984.2459042332866,398.2122549595881,837164,11349,99
605,35_b4-1_101_F,859.5539540947967,407.64935913110423,896.0675197773882,253.00790501484337,609913,11727,101
606,495_b4-2_172_M,1021.8121158021175,525.6434152541055,1073.4193029753098,356.14042174400817,885877,14391,172
607,34_b4-4_114_F,870.8995349637064,427.12644497853324,876.3287054524689,261.00766272276377,567915,10091,114
608,160_b4-1_142_F,1082.7049459571153,496.17033365569125,933.0771672268055,354.1708627202413,804664,10792,142
609,371_b4-1_192_F,1036.903563500483,490.10203019371386,967.1323590905229,340.1190967881692,740388,8280,192
610,139_b4-3_148_F,1034.913039825086,464.0172410589934,915.0546431771165,356.74220383913087,717188,10233,148
611,145_b4-1_138_F,1015.619023059336,432.16663452885854,1010.3093585630096,326.3449095665505,644127,12298,138
612,362_b4-3_188_F,969.4807888761902,457.0,914.0005470457882,312.23068395018447,661763,8459,188
613,259_b4-4_168_F,1029.5630140987,455.18567640030153,919.0658300687716,390.10383233185496,667900,10324,168
614,84_b4-1_119_F,890.7665238433694,424.14266467781806,862.175156218271,322.0558957696629,609195,8566,119
615,491_b4-1_254_F,1093.8976186097125,471.0042462653601,1038.233114478632,367.1362145035545,782924,7044,254
616,312_b4-2_166_F,1082.8485582019307,519.050093921579,1043.0810131528615,400.15122141510454,858526,11521,166
617,496_b4-1_276_F,1118.4511612046365,528.3067290883205,972.3214489046305,392.0624950183325,771195,6872,276
618,13_b4-1_89_F,870.7192429250659,414.3911195959682,831.3464981582589,246.20316813558676,579514,9415,89
619,331_b4-1_183_F,1007.6671077295318,459.0098038168684,889.4408355815467,316.12813857674865,693186,6861,183
620,394_b4-4_195_F,1070.6059032155576,458.35357531058924,900.0022222194788,334.0957946457872,766840,8349,195
621,251_b4-1_166_F,1006.9289945174883,448.0178567869812,943.5772358424084,257.07002936943076,713677,7541,166
622,475_b4-2_195_F,1053.820667855779,494.08197700381663,1045.2109834861094,402.0447736260229,799848,9277,195
623,466_b4-4_217_F,1078.2342046141923,495.0010100999795,930.1553633667872,348.2068350851258,778345,9588,217
624,297_b4-2_148_F,1055.4866176318865,503.9245975341946,1088.2224037392357,378.033067336708,853802,11186,148
625,49_b4-3_124_F,1081.0037002711879,527.0085388302547,1091.7055463814406,332.2544205875973,915807,13483,124
626,38_b4-2_170_F,1063.345663460382,502.3226055036743,953.1699743487517,409.0782321268146,802744,9297,170
627,134_b4-2_209_F,1045.283215210117,476.3034746881446,918.0441165869971,405.07900463983566,744796,8068,209
628,233_b4-2_155_F,974.530143197223,466.5190242637485,908.3771243266752,323.02476685232665,767949,8154,155
629,405_b4-1_200_F,1098.98362135202,523.5054918527599,1041.0019212278141,407.17686574755203,868228,9201,200
630,497_b4-2_162_F,1133.9739855922621,557.3589507669183,1060.0,363.19829294753026,894049,15187,162
631,142_b4-2_160_F,1037.8680070220876,491.10182243604027,937.3606563111127,383.105729531679,775679,7728,160
632,311_b4-3_181_F,1012.343815114213,476.0,904.0934686192574,329.0015197533288,715943,8444,181
633,175_b4-1_147_F,841.0380490798261,398.36289987899227,800.4223884924759,285.112258592997,529097,6259,147
634,394_b4-3_195_F,1086.971020772863,496.73433543494855,980.3718682214418,346.07080200444534,851206,10525,195
635,220_b4-4_160_F,988.8786578746656,465.02688094345683,947.3737382891717,319.30706224573237,711169,9501,160
636,425_b4-4_202_F,1067.6708294226269,502.0806708089846,943.0763489771123,420.267771783657,759028,9818,202
637,358_b4-2_168_F,1024.006347636576,475.6059293154365,1006.0715680308235,307.05862632402955,748978,8862,168
638,387_b4-2_209_F,1037.2584056058547,465.02688094345683,974.0128335910159,370.0337822415678,740911,10417,209
639,109_b4-2_164_M,950.0621032332571,488.33185437773767,926.3109629060858,292.083892058429,694731,8045,164
640,147_b4-2_181_F,946.9635684650176,460.43457732885355,853.0287216735436,315.1015709259476,659866,8374,181
641,121_b4-3_146_F,994.0321926376429,464.4749724150915,871.253120510911,340.0941046239996,663908,8379,146
642,72_b4-3_133_M,965.290629810525,471.0,1008.335261706145,399.0313270909942,694673,9589,133
643,72_b4-3_133_M,965.290629810525,471.0,1008.335261706145,399.0313270909942,694673,9589,133
644,247_b4-3_166_M,1106.4501796285272,552.5214927946242,1099.055048666808,364.16617086159994,937801,12080,166
645,150_b4-1_140_F,1021.2487454092661,499.1001903425804,945.3766445179402,299.202272718641,757896,9379,140
646,218_b4-1_156_F,1102.1433663548496,507.615996595852,1041.5882103787465,367.03405836516043,860161,12040,156
647,398_b4-1_199_F,939.87073579296,451.20837758179977,924.5539465060976,290.06206232459976,686871,7334,199
648,454_b4-1_216_F,1007.6556951657644,477.0670812370101,925.7802114973078,303.00660058817203,668671,9294,216
649,402_b4-1_199_F,1125.3417258770778,464.08727627462486,1019.0843929724368,337.013352851189,770692,9852,199
650,323_b4-1_180_F,1137.0927842528947,481.06652346634974,1064.2391648497062,248.0080643850115,799536,10154,180
651,61_b4-4_124_F,1067.8618824548425,522.1158875192365,1085.3874884113968,293.1091946698363,801845,13296,124
652,99_b4-4_136_F,1100.054544102246,540.3378572708006,1068.0468154533303,316.15818825391824,951468,10137,136
653,143_b4-4_148_F,1108.4989851145558,502.06374097319554,976.165969494942,283.5718603811034,847438,9814,148
654,206_b4-4_159_F,1137.8686215903838,500.2889165272403,943.1357272418429,368.9891597323694,842984,9530,159
655,206_b4-4_159_F,1137.8686215903838,500.2889165272403,943.1357272418429,368.9891597323694,842984,9530,159
656,471_b4-2_197_F,939.6222645297418,454.53272709454046,861.1765208132418,291.0068727710739,632268,6998,197
657,392_b4-2_181_F,1026.0823553691976,472.34309564129336,1020.0828397733196,317.02523558858843,751485,9632,181
658,240_b4-2_166_F,1080.7377110104005,527.6911975767646,1076.9828225185395,301.0265768997814,861392,12158,166
659,224_b4-4_162_F,1008.6228234578077,460.40960024743185,975.6085280480075,285.2963371654112,695590,8922,162
660,208_b4-3_160_F,1056.8751108811296,461.1084471141252,893.4388619262093,275.14723331336626,752874,10395,160
661,185_b4-1_148_M,1138.192426613356,534.0758373115189,1170.0346148725687,360.3123644839294,950336,10183,148
662,179_b4-3_155_F,965.6873199954528,446.8165171521751,942.0764300204097,295.0610106401725,715288,9150,155
663,450_b4-3_207_M,974.8866600790063,472.29863434060445,939.2816404039845,297.0151511286924,741283,9433,207
664,421_b4-4_200_F,1037.0438756388276,527.0768444923377,1011.1112698412574,349.03581478123414,827658,8276,200
665,315_b4-1_179_F,1039.2309656664393,516.0561984900481,1017.5352573744067,371.1091483647365,834629,10917,179
666,412_b4-2_164_F,1098.499431042183,565.0433611679726,1106.4628326337943,324.0,895364,13261,164
667,8_b4-4_101_F,923.6584866713454,429.0419559903204,975.2051066314203,304.00657887618155,654487,9517,101
668,356_b4-3_188_F,1123.5390513907382,548.3885483851756,1103.689267864828,409.0,916236,9612,188
669,167_b4-1_144_F,1113.8761151941449,467.42806933259794,934.6186388040846,310.0790221862808,744668,10413,144
670,167_b4-1_144_F,1113.8761151941449,467.42806933259794,934.6186388040846,310.0790221862808,744668,10413,144
671,81_b4-2_120_M,1088.4649741723433,505.2534017698446,1117.0447618605085,346.01300553591915,855319,19396,120
672,352_b4-4_186_F,1115.308029200902,467.00428263560923,994.2896962153435,337.17947743004765,808114,9293,186
673,406_b4-2_96_F,1021.2345470067099,453.21628390868744,1000.0179998380029,360.0055555126893,732204,10628,96
674,94_b4-3_140_F,900.8690248865258,421.0760026408534,872.5508581165914,279.0161285660741,565215,6338,140
675,388_b4-2_119_F,1100.7074997473217,514.1643706053542,1060.1207478396034,305.1048999934285,839809,14682,119
676,226_b4-2_174_F,1140.8878121883852,527.9109773437184,1035.2782234742504,312.23068395018447,868234,11887,174
677,264_b4-2_239_F,967.138562978439,490.33050078492977,968.1492653511648,359.2728767942273,837824,8373,239
678,198_b4-3_159_F,1118.0626100536588,487.45256179447864,986.811025475496,256.0488234692751,807676,10698,159
679,331_b4-2_114_F,854.2833253669418,422.7398727349953,872.2293276426791,310.0016128990299,555417,10298,114
680,190_b4-1_149_F,861.183487997767,442.13685664056555,816.0055146872477,361.1384775955063,631251,6381,149
681,14_b4-4_101_F,888.6624781096589,420.47592083257274,911.2420095671621,262.1907702418222,598357,9465,101
682,3_b4-1_74_F,929.9946236403736,453.0540806570447,992.0246972732081,382.0052355662158,647042,12748,74
683,445_b4-3_206_F,1208.0769843019111,550.7122660700413,1131.0747101761226,401.0,950383,15221,206
684,320_b4-3_181_F,1075.9707245088036,500.3608697730069,1005.1119340650572,430.11626335213134,838849,10717,181
685,211_b4-4_160_F,1058.4705947734212,470.0,974.0,285.112258592997,746114,9302,160
686,342_b4-4_183_F,1079.4757987097255,498.62711518729105,1012.0834945793752,381.1062843879644,798657,8895,183
687,264_b4-1_168_F,963.9548744624926,448.0178567869812,912.01425427457,372.0215047547655,608366,6835,168
688,187_b4-2_188_F,1053.7115354782825,452.0011061933367,920.1570518123523,311.1944729586308,764486,8307,188
689,227_b4-4_162_M,1030.559071572319,478.1045910676868,983.370733752027,274.14777037211155,744469,11365,162
690,461_b4-2_114_M,836.8094167730188,437.50428569329466,896.4691851926647,399.0451102319135,542714,7448,114
691,422_b4-4_200_M,1106.4108640102916,517.0009671170839,1042.1554586528825,391.0115087820306,885472,11493,200
692,186_b4-2_179_F,1014.6132268012279,463.1554814530429,991.1135151938954,322.1552420805845,703772,8774,179
693,176_b4-4_154_F,1040.649797001854,479.0260953225826,979.5902204493468,369.02167957994016,728229,9825,154
694,380_b4-3_192_F,1128.3634166349066,497.08148225416727,914.7485993430107,308.0795351853154,822610,10774,192
695,421_b4-2_261_F,1190.5561725512996,541.074856189049,1020.1588111661831,362.00552481971874,921946,11439,261
696,240_b4-4_164_F,981.6277298446698,451.00443456799843,914.0350102703944,397.1523637094459,667404,8729,164
697,430_b4-2_188_F,919.2741702016868,434.5572459411993,888.2251966703038,276.0018115882575,638214,7943,188
698,268_b4-4_168_F,1018.4542208661123,511.66102059859907,1025.109750221897,358.0893743187586,766235,10907,168
699,23_b4-4_109_F,1051.4242721185392,497.2906594739137,1009.0178392872942,295.01525384291574,799750,16131,109
700,23_b4-4_109_F,1051.4242721185392,497.2906594739137,1009.0178392872942,295.01525384291574,799750,16131,109
701,118_b4-1_135_F,848.645980371085,390.9501246962328,837.6502850235294,267.4210163767986,541929,7789,135
702,211_b4-3_160_F,780.8488970345031,362.1118611699981,784.0918313565063,286.6653100743095,430285,5117,160
703,211_b4-3_160_F,780.8488970345031,362.1118611699981,784.0918313565063,286.6653100743095,430285,5117,160
704,304_b4-4_177_F,891.79369811633,413.0435812356851,817.3524331645438,278.08811553175013,550357,6951,177
705,413_b4-3_197_F,1081.2275431193934,471.2080220030215,968.0253095864798,288.0433995077825,723201,10310,197
706,89_b4-4_133_F,1148.6513831445989,518.0781794285492,1133.0158869142126,324.01388859121454,939421,16257,133
707,300_b4-3_179_F,825.6548915860669,395.55783395099127,800.0224996836026,372.16259887312697,517087,5054,179
